+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
| 299  |                                 NCGC00378859-02                                 | SARS-CoV2 3CL Protease |      2.28     |
| 300  |                         NCGC00381562-02&NCGC00381562-10                         | SARS-CoV2 3CL Protease |      2.28     |
| 301  |                                 NCGC00380963-01                                 | SARS-CoV2 3CL Protease |      2.29     |
| 302  |                                 NCGC00380085-01                                 | SARS-CoV2 3CL Protease |      2.29     |
| 303  |                                 NCGC00485407-01                                 | SARS-CoV2 3CL Protease |      2.30     |
| 304  |                                 NCGC00522520-01                                 | SARS-CoV2 3CL Protease |      2.31     |
| 305  |                                 NCGC00387203-01                                 | SARS-CoV2 3CL Protease |      2.32     |
| 306  |                                 NCGC00016511-08                                 | SARS-CoV2 3CL Protease |      2.34     |
| 307  |                                 NCGC00380905-01                                 | SARS-CoV2 3CL Protease |      2.35     |
| 308  |                                 NCGC00346894-04                                 | SARS-CoV2 3CL Protease |      2.37     |
| 309  |                                 NCGC00386257-02                                 | SARS-CoV2 3CL Protease |      2.38     |
| 310  |                                 NCGC00380951-01                                 | SARS-CoV2 3CL Protease |      2.38     |
| 311  |                                 NCGC00025303-04                                 | SARS-CoV2 3CL Protease |      2.39     |
| 312  |                                 NCGC00380427-01                                 | SARS-CoV2 3CL Protease |      2.39     |
| 313  |                                 NCGC00167436-02                                 | SARS-CoV2 3CL Protease |      2.39     |
| 314  |                                 NCGC00344558-01                                 | SARS-CoV2 3CL Protease |      2.41     |
| 315  |                         NCGC00346712-02&NCGC00346712-05                         | SARS-CoV2 3CL Protease |      2.41     |
| 316  |                                 NCGC00380701-01                                 | SARS-CoV2 3CL Protease |      2.43     |
| 317  |                         NCGC00162342-04&NCGC00162342-05                         | SARS-CoV2 3CL Protease |      2.44     |
| 318  |                         NCGC00022697-03&NCGC00386157-02                         | SARS-CoV2 3CL Protease |      2.44     |
| 319  |                                 NCGC00385608-01                                 | SARS-CoV2 3CL Protease |      2.44     |
| 320  |                         NCGC00094112-04&NCGC00094112-11                         | SARS-CoV2 3CL Protease |      2.44     |
| 321  |                                 NCGC00166289-02                                 | SARS-CoV2 3CL Protease |      2.45     |
| 322  |                                 NCGC00014617-01                                 | SARS-CoV2 3CL Protease |      2.45     |
| 323  |                                 NCGC00371069-01                                 | SARS-CoV2 3CL Protease |      2.45     |
| 324  |                         NCGC00018302-07&NCGC00018302-12                         | SARS-CoV2 3CL Protease |      2.45     |
| 325  |                                 NCGC00386412-04                                 | SARS-CoV2 3CL Protease |      2.47     |
| 326  |                                 NCGC00380717-01                                 | SARS-CoV2 3CL Protease |      2.47     |
| 327  |                                 NCGC00344507-02                                 | SARS-CoV2 3CL Protease |      2.48     |
| 328  |                                 NCGC00381746-02                                 | SARS-CoV2 3CL Protease |      2.48     |
| 329  |                                 NCGC00385411-01                                 | SARS-CoV2 3CL Protease |      2.48     |
| 330  |                                 NCGC00180418-02                                 | SARS-CoV2 3CL Protease |      2.49     |
| 331  |                         NCGC00015917-09&NCGC00261848-01                         | SARS-CoV2 3CL Protease |      2.49     |
| 332  |                                 NCGC00380972-01                                 | SARS-CoV2 3CL Protease |      2.50     |
| 333  |                         NCGC00092344-05&NCGC00092344-07                         | SARS-CoV2 3CL Protease |      2.50     |
| 334  |                                 NCGC00385693-01                                 | SARS-CoV2 3CL Protease |      2.50     |
| 335  |                 NCGC00178483-05&NCGC00178483-14&NCGC00263659-01                 | SARS-CoV2 3CL Protease |      2.53     |
| 336  |                                 NCGC00380663-01                                 | SARS-CoV2 3CL Protease |      2.53     |
| 337  |                                 NCGC00263236-02                                 | SARS-CoV2 3CL Protease |      2.54     |
| 338  |                                 NCGC00485452-01                                 | SARS-CoV2 3CL Protease |      2.55     |
| 339  |                                 NCGC00169053-03                                 | SARS-CoV2 3CL Protease |      2.56     |
